type,name,level,attributes,source
"""概念""","""主合取范式""",3,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.3 主合取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.3 主合取范式"", ""一、大项的概念与性质""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.3 主合取范式"", ""三、主合取范式构造举例""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]]"
"""概念""","""主析取范式""",3,"{""description"": null, ""relation"": null}","[[""第十二章 典型抽象代数结构"", ""§ 12.6 布尔代数基础"", ""12.6.3 布尔表达式与函数""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第十二章 典型抽象代数结构"", ""§ 12.6 布尔代数基础"", ""12.6.3 布尔表达式与函数""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式"", ""二、主析取范式的概念""], [""第十二章 典型抽象代数结构"", ""§ 12.6 布尔代数基础"", ""12.6.3 布尔表达式与函数""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式"", ""三、主析取范式构造举例""], [""第十二章 典型抽象代数结构"", ""§ 12.6 布尔代数基础"", ""12.6.3 布尔表达式与函数""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]]"
"""概念""","""主范式""",3,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.2 主析取范式""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]]"
"""原理""","""乘法原理""",5,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术""], [""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""], [""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术""], [""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""]]"
"""概念""","""乘法运算""",3,"{""description"": null, ""relation"": null}","[[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.1 群的基本概念""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""]]"
"""概念""","""乘法零元""",5,"{""定义"": ""环中乘法运算的零元，与加法单位元相同。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""二值函数""",4,"{""定义"": ""其值域为{0,1}的函数。""}","[""第七章 函数与特殊函数"", ""§ 7.3 集合的特征函数"", ""7.3.1 特征函数的概念""]"
"""概念""","""二元代数结构""",3,"{""description"": null, ""relation"": null}","[[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.1  同构与同态的概念""], [""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]]"
"""概念""","""二元关系""",3,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""3、矩阵表示法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第五章 关系模型与理论"", ""§ 5.2 关系的基本运算"", ""5.2.1 关系的集合运算""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第五章 关系模型与理论"", ""§ 5.4 关系的性质闭包"", ""5.4.3  关系闭包的性质""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]]"
"""概念""","""二元真值函数""",4,"{""定义"": ""含有两个命题变元的命题公式。"", ""特性"": ""有16种不同表现形式。""}","[""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""]"
"""算法""","""二元真值函项""",6,"{""定义"": ""含有两个命题变元的真值函数。"", ""特性"": ""有16种不同表现形式。""}","[""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""]"
"""概念""","""二元组""",3,"{""定义"": ""由两个元素组成的有序对。"", ""用途"": ""表达元素间的关系。"", ""特性"": ""元素有序，集合相等不代表序偶相等。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.1  序偶与笛卡尔积""]"
"""概念""","""二元运算""",3,"{""定义"": ""集合上的二元运算。"", ""关联"": ""半群的基本组成部分。""}","[""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]"
"""概念""","""二分图""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""], [""第十章  特殊图模型与算法""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]]"
"""概念""","""二分图与匹配问题""",2,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]]"
"""概念""","""二维表""",3,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.4 集合的二进制表示""], [""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""]]"
"""算法""","""二进制编码表示""",5,"{""定义"": ""使用比特串表示集合，其中1表示元素属于集合，0表示不属于""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.4 集合的二进制表示""]"
"""性质""","""互补关系""",4,"{""定义"": ""小项与大项之间存在的一种关系，即小项的否定是大项，大项的否定是小项。""}","[""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]"
"""概念""","""互逆元素""",3,"{""定义"": ""在代数结构中，两个元素进行特定运算后结果为单位的元素对。""}","[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.1  同构与同态的概念""]"
"""定理""","""五色定理""",2,"{""内容"": ""任意给定的连通简单平面图，其点色数为5。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""概念""","""交""",5,"{""定义"": ""两个关系的交集。"", ""运算"": ""R∩S={<x,y>|<x,y>∈R∧<x,y>∈S}""}","[""第五章 关系模型与理论"", ""§ 5.2 关系的基本运算"", ""5.2.1 关系的集合运算""]"
"""性质""","""交、并、补运算""",4,"{""定义"": ""集合代数中的基本运算。"", ""应用"": ""用于描述集合之间的关系。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念""]"
"""概念""","""交叉边""",4,"{""定义"": ""在非结点处有交叉的图模型中的边。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""概念""","""交图""",4,"{""定义"": ""两个图模型共有的边和顶点组成的图。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""]"
"""算法""","""交换""",6,"{""定义"": ""在红黑树中，通过改变结点颜色和指针结构来调整树结构的过程。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""性质""","""交换律""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.2  同构与同态与性质""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第十二章 典型抽象代数结构""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.1 群的基本概念""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算"", ""二、基本等值关系""]]"
"""概念""","""交换环""",4,"{""定义"": ""乘法半群是交换半群且加法交换群是交换群。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""交换群""",3,"{""定义"": ""满足交换律和结合律的群。"", ""特性"": ""元素间运算满足交换律和结合律。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""交运算""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""3、矩阵表示法""]]"
"""概念""","""交错道""",4,"{""定义"": ""在二分图中，一条交错道是由属于M和不属于M的边交替构成的通路。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""算法""","""产生式表示法""",5,"{""定义"": ""一种基于规则的知识表示方法。"", ""应用"": ""在信息识别和判断等领域有广泛应用。""}","[""第四章  谓词演算与推理"", ""§ 4.5 谓词逻辑的应用"", ""4.5.1 摘香蕉问题""]"
"""学科""","""人工智能""",2,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.5 谓词逻辑的应用""]]"
"""定理""","""代入定理""",3,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算"", ""二、基本等值关系""], [""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算"", ""三、命题公式的等值演算""]]"
"""概念""","""代数方程求根""",3,"{""定义"": ""使用群结构解决五次代数方程的求根问题。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识""]"
"""概念""","""代数演算""",4,{},"[""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算""]"
"""概念""","""代数系统""",3,"{""定义"": ""由一组元素和定义在这些元素上的一个或多个二元运算组成的系统。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.2  子群与群同态"", ""二、群的同构关系""]"
"""概念""","""代数结构""",2,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础""], [""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""], [""第一章  集合与计数基础""], [""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""], [""第一章  集合与计数基础""], [""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.2  同构与同态与性质""], [""第一章  集合与计数基础""], [""第十二章 典型抽象代数结构""], [""第一章  集合与计数基础""], [""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]]"
"""概念""","""代数编码与数字通信""",6,"{""应用领域"": ""群结构的应用之一。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识""]"
"""原理""","""代数运算""",5,"{""定义"": ""使用抽象字母代替具体数值进行运算。"", ""特点"": ""具有通用性，适用于研究一般性规律。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""]"
"""概念""","""代数运算系统""",2,"{""定义"": ""由集合和运算组成的抽象代数结构。"", ""特点"": ""包含抽象运算和运算性质的研究。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念""]"
"""概念""","""代表元""",4,"{""定义"": ""等价类中的代表元素，称为代表元。""}","[""第六章 特殊关系模型"", ""§ 6.1 等价关系与元素分类"", ""6.1.1  等价关系与等价类""]"
